,Date,Actual,Predicted
1724,2019-12-03,[35.52999878],[35.46646714]
1725,2019-12-04,[35.79999924],[35.32935714]
1726,2019-12-05,[35.31000137],[35.35422612]
1727,2019-12-06,[35.54000092],[35.24890377]
1728,2019-12-09,[35.38000107],[35.23686086]
1729,2019-12-10,[35.11000061],[35.21755639]
1730,2019-12-11,[35.24000168],[35.10953002]
1731,2019-12-12,[36.09999847],[35.09328779]
1732,2019-12-13,[35.65000153],[35.40490732]
1733,2019-12-16,[36.11000061],[35.43636666]
1734,2019-12-17,[36.31000137],[35.49368682]
1735,2019-12-18,[37.31000137],[35.62110578]
1736,2019-12-19,[37.25999832],[36.01349497]
1737,2019-12-20,[37.25],[36.19073821]
1738,2019-12-23,[36.77000046],[36.16535316]
1739,2019-12-24,[36.58000183],[35.97253015]
1740,2019-12-26,[36.47999954],[35.82419282]
1741,2019-12-27,[36.56000137],[35.76623489]
